STCOFIPS,fips-int,CountyName,State,totalfertN-kg-1987,totalfertN-kg-1992,totalfertN-kg-1997,totalfertN-kg-2002,totalfertN-kg-2007,totalfertN-kg-2012,totalfertN-kg-2017,totalfertP-kg-1987,totalfertP-kg-1992,totalfertP-kg-1997,totalfertP-kg-2002,totalfertP-kg-2007,totalfertP-kg-2012,totalfertP-kg-2017
48365,48365,Panola,TX,1611855,2054433,1156995,2053057,1159971,609757,795623,194501,220549,127662,213221,128610,56422,89440
48367,48367,Parker,TX,2299168,3153284,3528829,3533926,2984861,2418335,3228650,279100,339852,390704,370236,333879,224690,377587
48369,48369,Parmer,TX,10535060,13203369,15586727,12818307,11431733,8394607,8590565,1266428,1414336,1710381,1326891,1261451,773583,1195087
48371,48371,Pecos,TX,797422,894101,1679345,1831556,1152758,919729,1752313,96144,95933,184543,189840,127397,84827,223139
48373,48373,Polk,TX,609613,896229,855789,1616180,827730,377435,410610,74341,96722,95212,168852,92706,35278,45948
48375,48375,Potter,TX,245490,199465,338202,569814,324058,161643,553554,35067,24878,42566,64842,40853,16797,65355
48377,48377,Presidio,TX,464386,427275,147152,138069,,119255,151116,55905,45829,16243,14397,,14514,16939
48379,48379,Rains,TX,968495,1615964,1227321,1217941,814733,465929,822446,116622,173239,134927,126412,90224,43053,113370
48381,48381,Randall,TX,1659302,1865823,2171502,1655268,1901137,653703,2189800,204031,202970,242970,176534,214588,62192,266398
48383,48383,Reagan,TX,434806,672797,724422,403047,567486,501378,778349,52353,72116,79545,41763,62654,46216,105923
48385,48385,Real,TX,51621,68021,59397,60120,44796,25878,34228,6248,7317,6567,6276,4994,2403,4426
48387,48387,Red River,TX,2592152,3074165,4163002,7102071,2021752,1444916,1764621,311991,329524,457117,735398,223332,133236,195924
48389,48389,Reeves,TX,535557,538374,1082052,401109,231467,782870,490147,64751,57884,118989,41748,25746,72217,68854
48391,48391,Refugio,TX,2018375,2760003,4345952,2973469,2673964,2811072,2057832,242818,295748,477014,307923,295158,259072,249892
48393,48393,Roberts,TX,209272,567429,262339,387658,1001272,169902,364560,25166,60784,28794,40131,110478,15658,50287
48395,48395,Robertson,TX,4297380,5531038,5872915,6645993,5534004,3497473,3731879,516983,592720,644797,688287,610955,322412,466634
48397,48397,Rockwall,TX,577077,713240,671009,361962,496006,323556,891166,70842,77608,75844,40930,59191,31801,148958
48399,48399,Runnels,TX,1610645,1885950,2956549,2996867,2795259,2175490,3262848,193916,202187,324662,310428,308603,200531,373779
48401,48401,Rusk,TX,2675404,2357330,2357668,2039683,1491448,793359,1083783,323410,253682,260417,212927,166237,73757,139172
48403,48403,Sabine,TX,317846,578138,263037,315809,139992,245256,158119,38494,62113,29155,32979,15695,29548,16971
48405,48405,San Augustine,TX,463544,637930,384916,389264,279871,347060,328135,55960,68480,42460,40525,31081,32050,38059
48407,48407,San Jacinto,TX,489272,496700,562232,652468,660533,460997,593513,59336,53593,62352,68340,73652,42780,69073
48409,48409,San Patricio,TX,7871904,7400994,8901476,9837347,7875497,5219855,8290318,949179,794623,979638,1021242,871479,481891,907634
48411,48411,San Saba,TX,1601193,2016515,1161317,1406209,1484861,891167,1862285,192564,216061,127537,145656,163920,82150,190242
48413,48413,Schleicher,TX,99032,128653,139826,141650,209587,274270,611118,11954,13813,15387,14704,23165,25287,67996
48415,48415,Scurry,TX,890764,890483,945775,1862007,1111294,929466,1590203,107718,95766,104259,193155,122995,85793,173566
48417,48417,Shackelford,TX,373509,426758,961158,518975,575852,228552,343424,44968,45750,105513,53770,63581,21077,37961
48419,48419,Shelby,TX,1367367,1327440,1625558,1629888,1195577,788438,835798,165144,142691,179132,169532,132609,72911,98076
48421,48421,Sherman,TX,5274834,5960919,11262778,9023671,11562300,9058637,11509196,634010,638486,1235776,933972,1275691,834709,1522930
48423,48423,Smith,TX,3298080,4487805,3360622,5388122,4147573,2658879,2783203,405759,486793,377979,568010,467463,248918,342506
48425,48425,Somervell,TX,281585,273822,379748,129595,390046,229547,409933,34033,29458,41870,13662,43276,21248,53021
48427,48427,Starr,TX,4666960,2395708,1540311,1035140,672394,1264142,1023251,562299,257700,170853,109225,76075,117198,123962
48429,48429,Stephens,TX,305961,348184,249267,301470,269788,145680,281057,37060,37436,27585,31424,29955,13492,30169
48431,48431,Sterling,TX,12011,8749,6685,4701,,25423,95402,1467,952,753,505,,2347,9770
48433,48433,Stonewall,TX,602111,429683,436316,546670,469596,158551,551088,72403,46043,47898,56599,51826,14615,55566
48435,48435,Sutton,TX,18402,120571,45558,84046,117456,31117,168920,2300,12963,5069,8764,13018,2886,19256
48437,48437,Swisher,TX,5337259,4500504,5961428,6363246,4603688,3626841,6113003,641687,482170,654265,658757,508066,334243,668255
48439,48439,Tarrant,TX,2212017,3236745,4252950,3368723,5832943,2565918,3826566,392855,437965,608195,517432,797562,292182,596163
48441,48441,Taylor,TX,1046605,2549059,1431359,2002400,1978811,960544,1627271,132982,277532,163353,213747,223928,90641,177613
48443,48443,Terrell,TX,6056,10308,107576,101093,86840,14386,139992,746,1114,11814,10472,9588,1329,17010
48445,48445,Terry,TX,9022659,9097971,13668414,10688850,8436433,6177321,11923190,1084807,974695,1500003,1106586,931049,569299,1387798
48447,48447,Throckmorton,TX,1365725,1328461,1945902,1200034,1177131,473866,1878306,164174,142306,213526,124224,129890,43670,201461
48449,48449,Titus,TX,1025796,1441589,1232117,1058297,733957,429695,494747,124336,155134,136281,110705,82053,40025,54784
48451,48451,Tom Green,TX,1532522,1717539,2833651,3220595,3380194,1776961,2797180,188726,186926,315152,337695,376702,165211,296320
48453,48453,Travis,TX,3114776,3618265,3810524,4058658,4046586,2942096,3526927,423274,424121,479711,496494,520174,302977,504720
48455,48455,Trinity,TX,1220047,1460986,1745515,1433859,910077,477068,465723,146986,156711,191879,148804,100760,44085,46096
48457,48457,Tyler,TX,813012,806023,533960,764150,854798,479252,484003,98263,86706,59175,79704,94847,44357,53497
48459,48459,Upshur,TX,1791841,2717940,2339223,1883733,1622432,898087,1088178,216736,292016,258007,196455,180326,83260,131128
48461,48461,Upton,TX,225692,440401,215902,230836,307432,391146,895886,27227,47220,23748,23942,33959,36058,134335
48463,48463,Uvalde,TX,5630808,3958876,3881716,4403408,3715602,3596810,2938597,677448,424484,426574,456470,410542,331648,344449
48465,48465,Val Verde,TX,41770,42779,197516,123169,91026,29799,78226,6157,5309,22750,13943,11102,3140,9938
48467,48467,Van Zandt,TX,5877696,7255778,7144592,6062895,4992909,2559419,3164991,707970,778199,785588,629496,552631,236479,406554
48469,48469,Victoria,TX,3524245,4104750,4566556,5271350,4323861,2356125,3008832,427385,442167,504740,549525,480370,218379,436230
48471,48471,Walker,TX,1605810,1491417,1811588,1567494,1238985,1544128,1106435,195392,161367,201260,164927,139130,143213,136711
48473,48473,Waller,TX,3330004,2507420,3249588,4610167,3320277,4190919,2792679,401195,269231,357687,478551,367773,386770,432713
48475,48475,Ward,TX,23113,67483,45114,28801,55379,,51455,3245,7466,5244,3242,6326,,6468
48477,48477,Washington,TX,2942091,4161140,3365414,3845211,2927336,1713021,1496265,354686,446392,370341,399141,324021,158250,191975
48479,48479,Webb,TX,177787,226300,475113,655911,529781,173111,370020,26300,28134,58883,76260,66752,19372,48558
48481,48481,Wharton,TX,16580695,16471818,18940633,16350570,16015779,17374302,15558102,1994338,1765243,2079519,1693667,1768193,1601366,1861141
48483,48483,Wheeler,TX,1887617,1764088,1947438,1763757,1444927,1138230,1298883,227030,189027,213775,182641,159501,104915,148732
48485,48485,Wichita,TX,2176235,3157591,2560916,2709720,2226749,1834133,2478550,269694,343215,288632,288086,252078,171344,277001
48487,48487,Wilbarger,TX,3873172,4483503,4049752,4245659,3609173,2081952,3720262,466004,480496,444714,439791,398496,191942,434685
48489,48489,Willacy,TX,4495878,4747444,5556300,4240504,3759693,3929299,6616313,541001,508905,610263,439533,415407,362285,701242
48491,48491,Williamson,TX,8541330,8177600,8544901,12049509,7897803,6451903,9657984,1033519,881540,949025,1265240,892447,604396,1150629
48493,48493,Wilson,TX,5204740,4460800,5691334,4529071,3056590,2522925,2911552,626261,478335,625452,469982,338522,233001,317097
48495,48495,Winkler,TX,3826,6451,6410,5065,,,11360,716,833,873,678,,,1203
48497,48497,Wise,TX,3267613,3899706,4593568,5431580,3377821,2559615,3261773,394073,418598,505568,564245,374628,236612,376022
48499,48499,Wood,TX,2776960,3580761,4587414,2932004,2796609,848734,1684859,334925,384322,504654,304949,309944,78721,213687
48501,48501,Yoakum,TX,4569866,6899335,7712316,6303600,6848493,3921737,8681235,549484,739113,846354,652565,755731,361420,1027405
48503,48503,Young,TX,1693861,2388023,1606104,1239229,1679694,1239423,1159271,204237,256139,176724,128761,185756,114366,126927
48505,48505,Zapata,TX,165346,675210,430053,210677,137221,172211,67781,20089,72485,47461,22120,15424,20670,7943
48507,48507,Zavala,TX,2240026,1995636,1928219,1476491,1329267,1702108,1940070,269547,213948,211818,153076,146879,156922,232669
49001,49001,Beaver,UT,300815,221933,558084,365623,313895,729722,938831,63084,57725,123905,135697,119707,162340,188243
49003,49003,Box Elder,UT,5198034,4513817,6042870,2617881,3437250,4015214,4623747,1090406,1175069,1341728,971077,1310942,892664,891730
49005,49005,Cache,UT,1879337,1361647,1914598,996934,1185868,1598102,2956971,392606,350166,422210,362115,443310,349675,478293
49007,49007,Carbon,UT,159159,107200,157081,82557,114203,140857,238415,33012,27160,34455,29700,42523,30729,34955
49009,49009,Daggett,UT,56060,37923,132282,15647,26158,14439,32014,11759,9868,29378,5793,9966,3198,5511
49011,49011,Davis,UT,1142635,997832,1056037,667546,643223,905304,874166,232008,240411,221924,213796,201676,174411,158243
49013,49013,Duchesne,UT,1230331,808575,1523768,465911,771685,1308206,1816802,258029,210346,338290,172612,294116,290802,274910
49015,49015,Emery,UT,447325,300526,519015,251088,294635,356967,415169,93763,78079,115161,92998,112215,79280,109678
49017,49017,Garfield,UT,144516,158604,195364,51835,108878,135893,262146,30299,41259,43358,19163,41475,30185,44628
49019,49019,Grand,UT,56520,34213,70776,55965,88468,107343,208037,11796,8763,15621,20546,33514,23733,37838
49021,49021,Iron,UT,1200532,893003,1455331,841950,866879,1370572,3148881,251676,231983,322730,311226,328835,303743,432369
49023,49023,Juab,UT,441777,252149,453498,146787,377814,581450,832842,92658,65579,100652,54295,144003,129253,152806
49025,49025,Kane,UT,42770,35700,55498,24369,28872,40545,64403,8932,9205,12265,8903,10837,8913,11007
49027,49027,Millard,UT,2377395,1989663,2470901,1288198,1638532,2978416,6134285,498816,518208,548761,478393,625563,662868,876964
49029,49029,Morgan,UT,226394,79196,182855,89951,101380,107364,200992,47431,20438,40487,33070,38251,23600,33917
49031,49031,Piute,UT,122317,94267,89074,50552,48494,122341,190709,25658,24537,19771,18749,18483,27212,26272
49033,49033,Rich,UT,141032,188380,391080,98155,162909,154355,372830,29579,49052,86857,36424,62167,34326,58870
49035,49035,Salt Lake,UT,952997,1444981,1380455,1071450,945049,1167377,2074553,156878,270084,238103,223150,159022,137520,302323
49037,49037,San Juan,UT,297878,186368,421354,58975,77582,106874,180545,62408,48301,93439,21545,29230,23551,30608
49039,49039,Sanpete,UT,711528,374683,706296,445967,447987,614191,1561895,149068,96991,156460,164548,169678,135857,254925
49041,49041,Sevier,UT,789404,299090,678852,412193,398403,741857,1040452,165438,77407,150462,152321,151187,164589,181041
49043,49043,Summit,UT,217067,131304,238480,72375,160903,130148,263214,45361,33575,52407,25201,59441,27726,42926
49045,49045,Tooele,UT,251984,127200,140782,110159,264823,503767,408467,52562,32414,30771,39131,98771,110649,77698
49047,49047,Uintah,UT,531951,702635,1055587,464324,718088,1457179,1362381,111334,182418,234094,171540,273018,323556,213822
49049,49049,Utah,UT,2745676,1949682,3463102,1401177,1646374,2961534,3465994,567909,486467,754241,477173,571287,621456,594446
49051,49051,Wasatch,UT,84274,52447,103597,42272,83176,67752,132791,17543,13301,22749,14867,30537,14244,22730
49053,49053,Washington,UT,321899,225431,322432,221550,274490,281238,391960,66750,56205,69363,75415,94164,56031,69340
49055,49055,Wayne,UT,176667,107923,137026,66661,82212,113642,165157,37060,28085,30416,24714,31338,25262,35180
49057,49057,Weber,UT,759221,669984,820060,405907,628622,1025161,1113196,152845,159245,172231,124697,209941,209801,180532
50001,50001,Addison,VT,839629,1102481,1083634,1215680,1418441,2194138,1522180,285969,370394,302442,197158,235629,204069,288809
50003,50003,Bennington,VT,92334,120564,98013,119957,185672,171018,179031,31309,38895,26992,20217,32086,16811,33510
50005,50005,Caledonia,VT,306407,265078,266460,274040,299536,357258,428578,104299,88108,74160,44912,50621,33873,91654
50007,50007,Chittenden,VT,282698,358705,383926,314208,533688,449833,582323,95511,110898,104908,56032,97395,48380,107301
50009,50009,Essex,VT,55856,72387,81658,106236,130858,113646,122621,19016,24230,22777,17250,21760,10619,23135
50011,50011,Franklin,VT,756081,1097220,1211540,1242579,1409799,1750079,1811816,257463,368044,338040,201849,234808,163413,337509
50013,50013,Grand Isle,VT,77036,87430,72563,120623,119502,243192,298413,26231,29264,20216,19632,19982,22680,48129
50015,50015,Lamoille,VT,145617,195792,176180,133480,195850,153443,241674,49544,65087,49000,22097,33242,14870,53562
50017,50017,Orange,VT,213938,279223,264616,297788,331961,398009,379344,72801,93002,73665,48704,55860,37561,76293
50019,50019,Orleans,VT,536326,564769,591269,640914,893189,1202312,1283046,182659,189472,164971,104070,148470,111961,235876
50021,50021,Rutland,VT,331697,402548,380575,282692,398238,343823,452591,112743,132494,105617,47194,68315,33542,81839
50023,50023,Washington,VT,160851,174843,187830,218393,296084,287070,414168,54549,55873,51786,36801,51494,28396,81171
50025,50025,Windham,VT,191296,239244,321663,255392,227495,263345,339724,65011,78634,89402,42259,39285,25560,57826
50027,50027,Windsor,VT,214681,199262,202631,279291,305454,238572,361474,72917,64469,56002,46459,52679,23613,61503
51001,51001,Accomack,VA,1729785,3580330,2400676,2772805,1680795,1880353,2243176,515987,1062380,688124,732561,355702,273515,445996
51003,51003,Albemarle,VA,879007,1116031,936452,972970,732241,798644,941192,262144,329582,266961,254794,153231,118879,203046
51005,51005,Alleghany,VA,59202,127120,117884,124658,102858,93829,90622,17649,37515,33628,32617,21567,13930,15482
51007,51007,Amelia,VA,606523,1090131,687022,880593,591082,628752,942158,180928,323548,196976,232741,125128,91440,178116
51009,51009,Amherst,VA,316487,490104,451474,384758,327383,231165,319673,94381,144866,128934,100985,68848,34302,61181
51011,51011,Appomattox,VA,388567,768344,558209,837254,504025,559085,623705,115904,227909,159952,221212,106631,81404,134126
51013,51013,Arlington,VA,,,,,,,100066,,,,,,,20332
51015,51015,Augusta,VA,2428057,3064370,2191263,2421199,2178865,1831558,3398625,724272,908679,627546,638869,460597,267455,636267
51017,51017,Bath,VA,64693,99200,101938,102475,132100,94815,193216,19296,29396,29196,27041,27958,13811,33288
51019,51019,Bedford,VA,1283038,1984215,1699455,1431698,1272087,1148674,1610183,382705,588069,486481,377130,268414,168409,293480
51021,51021,Bland,VA,282516,362287,342891,483123,269203,236856,286320,84274,107474,98298,127702,56986,34461,49080
51023,51023,Botetourt,VA,498609,777469,549324,869515,523645,496211,663106,148718,230319,157087,229293,110464,72734,131582
51025,51025,Brunswick,VA,639341,1177289,688400,589631,515422,574756,872276,190711,349298,197277,155626,109021,83675,150886
51027,51027,Buchanan,VA,41887,55832,45768,46032,30687,,34655,12457,15864,12585,11565,6119,,6208
51029,51029,Buckingham,VA,330990,429592,413758,452337,368184,294095,452307,98729,127343,118499,119371,77828,42970,94656
51031,51031,Campbell,VA,755540,1110413,1046209,1015889,1054219,1051749,1393569,225331,328457,299070,267286,222422,154057,275400
51033,51033,Caroline,VA,735286,1348103,1186297,1386757,2165690,1559261,1674500,219331,399922,340040,366397,458666,226788,331244
51035,51035,Carroll,VA,736694,1054995,979274,1291463,839520,1003826,1172577,219739,312667,280446,340957,177465,146282,239027
51036,51036,Charles City,VA,339134,801990,821706,617618,636246,913134,728309,101163,238028,235680,163253,134773,132576,151439
51037,51037,Charlotte,VA,765734,1163773,931387,1227783,868653,822848,1149352,228420,345371,267080,324597,183980,119560,216149
51041,51041,Chesterfield,VA,363472,475424,490047,651509,650585,661589,616108,108063,131422,131055,158920,127309,111904,123064
51043,51043,Clarke,VA,493794,520294,435910,582532,393288,366263,630870,147293,154220,124831,153777,83122,53480,112994
51045,51045,Craig,VA,135780,218187,163887,183994,163037,158005,177188,40502,64724,46964,48596,34504,22996,31178
51047,51047,Culpeper,VA,1015535,1790452,1197665,1372049,994234,1103603,1631383,302922,530960,342975,361961,209837,161435,299057
51049,51049,Cumberland,VA,274040,511967,259313,313216,245710,269934,372678,81743,151882,74276,82686,51953,39338,75544
51051,51051,Dickenson,VA,48370,50540,39993,66632,36870,31307,52567,14410,14621,11161,17255,7568,4878,9496
51053,51053,Dinwiddie,VA,801606,1081017,1002352,1075445,843166,584490,1115964,239111,320564,287191,283960,178308,85399,218323
51057,51057,Essex,VA,1017023,1476764,1277057,1202805,1257704,1856525,1476704,303386,438346,366292,318009,266461,269485,308427
51059,51059,Fairfax,VA,1005915,1324304,1498062,1800415,1644879,1326483,1432514,297877,347756,390830,426741,315363,238674,291095
51061,51061,Fauquier,VA,1469386,1970964,1939436,1750122,1356377,1684827,1489743,438289,584041,555426,461373,286301,246152,298027
51063,51063,Floyd,VA,720542,1023334,797337,1160213,1049254,785317,1018571,214938,303642,228579,306656,222215,114209,216711
51065,51065,Fluvanna,VA,224494,259685,295178,327827,292436,215534,310438,66959,76820,84365,86146,61527,31935,55347
51067,51067,Franklin,VA,1807517,2758519,2186706,2063173,2134351,1733362,2516015,539171,818208,626592,544619,451487,252804,547034
51069,51069,Frederick,VA,498499,741881,559748,595514,463656,453007,804833,148659,218949,159242,155504,96564,68336,143846
51071,51071,Giles,VA,241385,247143,352272,291379,175009,185220,209809,71992,73046,100794,76705,36835,27226,33333
51073,51073,Gloucester,VA,403594,679654,637061,650014,537463,578446,628266,120360,200912,181941,170789,113115,85050,120413
51075,51075,Goochland,VA,326714,388633,329085,534187,551680,420625,471550,97451,115082,94116,140893,116584,61528,90944
51077,51077,Grayson,VA,600853,696056,691937,981654,618172,516315,735325,179229,206370,198254,259362,130817,75177,135638
51079,51079,Greene,VA,219239,340014,295704,165596,176971,111008,259224,65393,100691,84559,43337,37153,16632,51992
51081,51081,Greensville,VA,870452,1226206,896952,617971,570296,667655,1213390,259661,363903,257190,163247,120717,97071,236708
51083,51083,Halifax,VA,1319145,2533486,2065485,1507886,1096462,997593,1366458,393493,751735,592192,398117,231889,145431,288734
51085,51085,Hanover,VA,1730856,2690774,2055428,2170293,2094128,2427131,2459996,516265,797039,587720,570981,441544,355404,467790
51087,51087,Henrico,VA,453840,775037,956493,1033889,867168,864492,789630,134883,218339,262923,257576,171618,143728,150701
51089,51089,Henry,VA,335226,458056,287444,367471,290645,192181,359330,99916,134316,80994,95367,60418,29443,67113
51091,51091,Highland,VA,115920,203276,129873,126095,77196,60113,176454,34579,60333,37242,33331,16345,8743,27025
51093,51093,Isle of Wight,VA,1508710,2810301,2365812,1964962,1571294,1914134,2277765,450044,833863,678258,519001,332412,278587,457647
51095,51095,James City,VA,181420,218289,235583,324743,195984,200353,258910,54072,63531,66213,83760,39652,32015,50215
51097,51097,King and Queen,VA,694631,1362420,1469925,829454,927422,1279805,1172651,207215,404463,421707,219332,196518,185729,220319
51099,51099,King George,VA,345517,888027,705215,444941,373993,284914,567061,103059,263351,202011,117210,78819,42044,105333
51101,51101,King William,VA,929312,1879602,1474020,1307785,916603,1143129,966499,277219,557907,422753,345685,194063,166151,185423
51103,51103,Lancaster,VA,290839,446766,547558,298755,514744,442171,533632,86749,132393,156877,78728,108906,64413,109256
51105,51105,Lee,VA,716991,896085,803173,752080,628770,419390,562540,213862,265551,230020,198420,132876,61407,99526
51107,51107,Loudoun,VA,1351879,1569490,1678922,1750543,1507025,1810539,1573293,403179,463074,477679,454321,310494,278467,304641
51109,51109,Louisa,VA,461972,730814,548789,545037,528594,517435,620831,137795,216575,157044,143558,111524,75836,128363
51111,51111,Lunenburg,VA,561559,702263,574534,801105,612107,620863,876769,167511,208325,164655,211686,129585,90278,172369
51113,51113,Madison,VA,1046440,1239765,943667,1126942,932577,979324,1519567,312159,367909,270577,297874,197497,142302,295289
51115,51115,Mathews,VA,94209,155546,163564,179751,120140,115610,204244,28093,45969,46727,47288,25292,17007,43722
51117,51117,Mecklenburg,VA,1255986,1992210,1904955,1762749,1331854,1510685,2503012,374650,590965,546062,465629,281828,219774,488558
51119,51119,Middlesex,VA,314960,562977,632892,635179,557445,682676,681087,93948,166964,181413,167785,117977,99282,147656
51121,51121,Montgomery,VA,528117,856190,673660,806822,565349,638522,679058,157440,251806,191052,210352,117553,95957,130342
51125,51125,Nelson,VA,313464,441969,268032,337641,333123,266733,611649,93500,131007,76696,89032,70413,38965,116268
51127,51127,New Kent,VA,236183,643615,367627,374644,444133,423153,443749,70447,190881,105244,98760,93838,61869,82303
51131,51131,Northampton,VA,1303868,2528511,1979565,2578047,2810176,2383904,2280074,388950,750540,567791,681763,595523,346008,473686
51133,51133,Northumberland,VA,810226,1311524,1279471,1237997,1518394,1565173,1371276,241692,389208,366919,327223,321674,227284,271041
51135,51135,Nottoway,VA,498264,631078,429853,585625,452653,601864,525414,148625,187074,123065,154572,95709,87634,103657
51137,51137,Orange,VA,795050,871448,822223,1292346,929604,1591957,1635163,237154,258253,235431,341188,196453,231801,318521
51139,51139,Page,VA,443345,364667,295197,315923,292819,386583,486466,132233,107756,84235,82968,61640,56659,98213
51141,51141,Patrick,VA,563481,841616,697829,1227738,829917,567250,686913,168079,249569,199919,324409,175661,82639,137716
51143,51143,Pittsylvania,VA,2148288,3910189,2570345,3038302,2485314,2772022,3344802,640808,1159850,736400,802311,525796,403504,703157
51145,51145,Powhatan,VA,436034,359717,287734,342314,162727,216973,331719,130061,106433,82143,89888,33953,32241,56225
51147,51147,Prince Edward,VA,576106,694114,478956,599596,384522,333085,403596,171844,205729,137073,158148,81139,48859,78048
51149,51149,Prince George,VA,559367,1178483,747203,713049,657479,817227,821851,166834,349169,213691,187552,138658,119618,155813
51153,51153,Prince William,VA,495696,683705,820439,1008179,1091228,1099036,1012256,147462,192380,224745,249421,216770,184170,191303
51155,51155,Pulaski,VA,493202,511059,592219,591308,416501,466313,569404,147084,150833,169137,155422,87601,68579,110497
51157,51157,Rappahannock,VA,225008,328190,273652,317091,224065,107889,256871,67119,97340,78425,83753,47401,15784,51359
51159,51159,Richmond,VA,572975,1002318,1027345,1245497,919138,1109763,1226584,170921,297490,294645,329320,194700,161142,232082
51161,51161,Roanoke,VA,171121,210335,203560,254686,250705,215221,188793,50909,59427,55668,63774,50546,34918,34132
51163,51163,Rockbridge,VA,585459,743343,690811,760734,643150,667671,769397,174636,220380,197904,200834,136021,97280,143737
51165,51165,Rockingham,VA,2381982,2711125,2330655,3346732,2497025,2752287,3982822,710521,803627,667378,883583,527963,401185,706583
51167,51167,Russell,VA,577998,1056444,616308,722571,502796,511668,682082,172391,313045,176260,190457,106106,74863,113736
51169,51169,Scott,VA,662213,1097949,899460,880126,555611,424021,632686,197525,325550,257690,232343,117433,61969,109000
51171,51171,Shenandoah,VA,848681,1047448,606650,856321,952035,876303,1530296,253142,310295,173405,225612,201073,128175,309819
51173,51173,Smyth,VA,644504,903006,714025,983624,517910,645502,764165,192228,267354,204206,259382,109222,94385,131614
51175,51175,Southampton,VA,2343350,3928510,2951708,3043557,2489248,3334209,3648579,699042,1166248,846728,804898,527443,483904,736907
51177,51177,Spotsylvania,VA,444595,569290,469921,642191,842889,573954,624815,132570,167152,132619,166048,175513,87963,124514
51179,51179,Stafford,VA,254145,265724,322660,478705,450789,362369,565066,75737,76462,89958,122189,91837,58386,102748
51181,51181,Surry,VA,832015,1424817,1174712,1289965,1266791,1056952,1023025,248198,422986,336990,341159,268457,153409,201372
51183,51183,Sussex,VA,1062671,1600128,1150210,1289497,1114760,1096094,1418307,317003,474983,329912,340938,236163,159176,308455
51185,51185,Tazewell,VA,350319,424481,292729,509731,471831,428504,497046,104447,124860,83000,133654,99208,63282,89609
51187,51187,Warren,VA,177129,174984,168454,173931,176886,164819,253720,52809,51168,47577,44944,36661,25118,48457
51191,51191,Washington,VA,1255419,2062361,1421720,1776516,1048046,1025988,1291985,374456,611236,406880,468581,221137,150273,255084
51193,51193,Westmoreland,VA,917395,1577245,1347975,1473136,2062665,1664924,1434966,273657,467974,386467,389318,436962,241895,296500
51195,51195,Wise,VA,68300,123625,87222,87927,75328,67353,107447,20321,35656,24145,22046,15157,10873,17243
51197,51197,Wythe,VA,1088430,1138585,1052329,1217908,1148910,1103017,1257221,324668,337523,301445,321542,243073,160655,249419
51199,51199,York,VA,67589,93681,106344,154938,112916,93629,93493,20088,25926,28503,38172,21790,16647,18526
51550,51550,Chesapeake City,VA,1143176,1827864,1724952,1961621,1894625,1724389,1484411,340761,535861,487749,508938,394332,260907,273881
51800,51800,Suffolk,VA,2225708,3280268,2112361,2230497,2280295,2115516,2010144,663895,972570,604644,587786,481464,309669,376163
51810,51810,Virginia Beach City,VA,1110314,1856004,1410669,1823892,1700676,1782602,1666458,330212,526051,382644,453630,340871,286834,321953
53001,53001,Adams,WA,14300358,13963826,18040650,13332026,20873400,19690488,18507698,1453838,1686720,1793924,1397822,2201164,2073897,2101694
53003,53003,Asotin,WA,849325,648628,1022278,649473,704097,952636,929851,86448,78342,101747,68541,74469,100240,112771
53005,53005,Benton,WA,11393215,13714255,18659854,12946614,16893170,22144348,22872133,1159122,1656517,1856293,1361652,1783653,2331262,2943975
53007,53007,Chelan,WA,2098230,2034618,1840318,2285773,2062242,1801704,2714192,213572,245748,183256,240954,218126,189467,421701
53009,53009,Clallam,WA,274380,175219,176194,241619,256673,232458,224868,28237,21141,17830,26863,27847,24141,37346
53011,53011,Clark,WA,1415327,1043480,496736,852786,1233995,895799,1088217,146693,125823,52846,108934,140576,89482,162608
53013,53013,Columbia,WA,2710985,2116324,2952782,2615421,3137051,2761670,2923642,275615,255635,293621,274221,330816,290871,369804
53015,53015,Cowlitz,WA,381296,414337,325376,452829,468787,929169,480601,39400,50005,32921,50253,50854,97253,77340
53017,53017,Douglas,WA,5700297,4104808,4868158,3971925,4121028,4303709,5634453,579618,495820,484190,416989,434880,453146,663725
53019,53019,Ferry,WA,48126,86719,92147,163273,138955,42509,81912,4910,10474,9180,17197,14692,4460,10473
53021,53021,Franklin,WA,21770813,16730376,16968402,17302006,22198057,24462029,19099029,2213463,2020885,1687484,1815021,2341544,2576055,2552088
53023,53023,Garfield,WA,3065127,2113965,2946425,2063706,2721967,2948329,3238304,311610,255350,292984,216361,287035,310536,376494
53025,53025,Grant,WA,29302569,31045283,38703543,29732504,50314032,47344007,39983694,2979212,3750012,3848800,3118465,5306312,4986230,4954836
53027,53027,Grays Harbor,WA,497771,372839,429685,701322,807029,901168,777548,51009,45009,43056,75085,85882,94586,126385
53029,53029,Island,WA,326686,241545,172285,135314,350325,250418,194990,33838,29126,17784,17652,38611,25660,27641
53031,53031,Jefferson,WA,45966,70198,50150,95061,66641,52078,44794,4757,8473,5078,10447,7277,5377,7096
53033,53033,King,WA,2612561,2767359,987150,1912200,3360307,2102414,2092508,288139,332685,118941,304491,406058,196930,325506
53035,53035,Kitsap,WA,208394,283326,85208,254458,437659,276164,278728,23577,34032,11051,39333,52275,26329,45507
53037,53037,Kittitas,WA,3602443,2526765,3970840,3007975,4008676,4221368,3506402,366347,305206,394960,315938,423041,444472,467650
53039,53039,Klickitat,WA,2210416,1958477,1652257,1147431,1633373,1617361,3414417,224781,236565,164353,120585,172383,170287,448512
